"Ind_Ebbinghaus_Diff_Error","Ind_Ebbinghaus_Strength_Error","Ind_Ebbinghaus_Interaction_Error","Ind_Ebbinghaus_Diff_RT","Ind_Ebbinghaus_Strength_RT","Ind_Ebbinghaus_Interaction_RT","Ind_MullerLyer_Diff_Error","Ind_MullerLyer_Strength_Error","Ind_MullerLyer_Interaction_Error","Ind_MullerLyer_Diff_RT","Ind_MullerLyer_Strength_RT","Ind_MullerLyer_Interaction_RT","Ind_VerticalHorizontal_Diff_Error","Ind_VerticalHorizontal_Strength_Error","Ind_VerticalHorizontal_Interaction_Error","Ind_VerticalHorizontal_Diff_RT","Ind_VerticalHorizontal_Strength_RT","Ind_VerticalHorizontal_Interaction_RT","Participant","PriorScale"
-20.28665,2.47181,2.595185,-0.8457235,-0.0245033,0.284746,-30.335,1.586355,1.412485,-0.816262,0.0151328,-0.0125841,-15.6141,0.7292405,0.554898,-0.919959,0.04393875,-0.002275125,"S373",1
-19.4682,2.465335,3.161015,-0.83593,-0.01721295,0.3622395,-30.14795,1.595025,1.474295,-0.7655445,0.00570598,-0.008935915,-15.18465,0.717455,0.5579885,-0.8360455,0.0208678,0.00930488,"S373",2
-17.90025,2.43266,3.69266,-0.761524,0.0103093,0.641777,-29.9901,1.62632,1.536595,-0.4845835,-0.00700555,0.00833987,-15.2949,0.6790315,0.5690845,-0.676905,-0.00459311,0.0293262,"S373",4
-20.85255,2.4085,2.141635,-0.840147,-0.02119355,0.286814,-30.366,1.587165,1.402705,-0.8136175,0.01884055,-0.0101572,-15.83315,0.742636,0.576773,-0.9171915,0.04907735,0.005631055,"S436",0.5
-20.85445,2.30745,1.683835,-0.8411715,-0.0267642,0.27739,-30.37905,1.5857,1.388955,-0.8148705,0.01580555,-0.01235265,-15.73415,0.7206605,0.530337,-0.931471,0.0478278,0.003086725,"S436",1
-20.7195,2.200575,1.273305,-0.8445595,-0.04047895,0.2572585,-30.1925,1.596825,1.482415,-0.772744,0.00487803,-0.0118513,-15.76725,0.749109,0.574651,-0.936869,0.0482668,0.011924,"S436",2
-21.27605,2.250615,0.999378,-0.8274685,-0.060824,0.291877,-30.0624,1.65297,1.600845,-0.5635975,-0.00670438,0.004098365,-17.0036,0.870563,0.614951,-0.892514,0.04648065,0.0104205,"S436",4
-20.7537,2.42286,2.19304,-0.8433845,-0.02168115,0.2808325,-30.3845,1.58755,1.40332,-0.8152725,0.01883685,-0.01005385,-15.38925,0.770265,0.6896625,-0.915172,0.0481262,0.004758005,"S062",0.5
-20.7134,2.33452,1.758345,-0.8572785,-0.03027115,0.254575,-30.5551,1.58942,1.3977,-0.8152205,0.01601385,-0.01166365,-15.30305,0.762361,0.673356,-0.9135195,0.04468745,-0.003013895,"S062",1
-20.5527,2.24285,1.12685,-0.900602,-0.0441517,0.164688,-30.79115,1.61854,1.47401,-0.760391,0.004445645,-0.005933975,-14.5456,0.7522545,0.7567995,-0.7787015,0.0140611,0.00421151,"S062",2
-21.2777,2.28451,0.170962,-0.9025425,-0.05585305,0.147555,-31.96605,1.721115,1.67048,-0.453796,-0.0105668,0.01852735,-13.6214,0.716982,0.8339895,-0.3331705,-0.01952105,0.0306652,"S062",4
-20.6735,2.43355,2.343205,-0.8389945,-0.01843535,0.2960305,-30.41305,1.58732,1.384705,-0.8061645,0.019518,-0.00896698,-15.8019,0.739943,0.5831335,-0.918989,0.0481368,0.00486886,"S084",0.5
-20.5242,2.369655,2.113275,-0.835306,-0.008879185,0.3115455,-30.6973,1.586085,1.319835,-0.80009,0.01804835,-0.008321085,-15.55265,0.7209175,0.569811,-0.9214245,0.04568935,-0.0002363205,"S084",1
-20.0013,2.25716,2.010085,-0.801797,0.002899125,0.4041615,-31.28935,1.607885,1.220665,-0.750775,0.01093935,-0.002861085,-15.38195,0.7638305,0.6946455,-0.838344,0.02909945,0.0144365,"S084",2
-19.70615,2.156505,2.179785,-0.747216,0.002668485,0.537049,-32.76975,1.690085,1.058055,-0.5383165,-0.00781342,0.01287305,-16.19315,0.92267,0.913665,-0.516499,-0.00327623,0.0426189,"S084",4
-20.7039,2.44916,2.411035,-0.840672,-0.0201312,0.2910615,-30.2923,1.587205,1.420035,-0.815679,0.0187449,-0.0102551,-15.35975,0.757449,0.673786,-0.9088465,0.05036995,0.00739619,"S224",0.5
-20.5827,2.4269,2.41841,-0.843841,-0.0230104,0.2938935,-30.21915,1.583045,1.44469,-0.81899,0.01536385,-0.01294995,-15.389,0.763197,0.6979325,-0.906264,0.05038375,0.00872639,"S224",1
-20.17475,2.470855,3.076285,-0.8600465,-0.0344697,0.312045,-29.6421,1.582705,1.60373,-0.7946845,0.0045077,-0.0134996,-14.4309,0.758965,0.8503965,-0.910534,0.0496895,0.00525246,"S224",2
-20.3541,2.79508,5.19354,-0.6010565,-0.1012435,0.53684,-28.76265,1.59336,1.855335,-0.545479,-0.006563235,0.005455015,-12.311,0.77945,1.20201,-0.9346065,0.04029195,-0.0165981,"S224",4
-20.5983,2.47779,2.55212,-0.8420225,-0.0208411,0.2851845,-30.3149,1.587745,1.41282,-0.818294,0.01861015,-0.0105012,-15.79755,0.744724,0.5868945,-0.924535,0.04661725,0.002394745,"S105",0.5
-20.4678,2.49595,2.69759,-0.84993,-0.02590345,0.2759025,-30.30385,1.586895,1.41432,-0.82468,0.01511505,-0.01347565,-15.63845,0.709028,0.512038,-0.9352545,0.0403086,-0.0128217,"S105",1
-20.18815,2.551545,3.270385,-0.867411,-0.02377795,0.2774555,-30.0211,1.60111,1.516095,-0.7968115,0.003655025,-0.007138225,-15.3852,0.6883265,0.5110125,-0.7640665,0.0115162,0.01448105,"S105",2
-20.53325,2.81551,4.3822,-0.8392815,0.000225797,0.2917915,-29.95655,1.64267,1.639165,-0.5017835,-0.006208545,0.01569745,-15.34735,0.650903,0.5205865,-0.5083995,-0.00552812,0.0280376,"S105",4
-20.66325,2.458755,2.38323,-0.8392955,-0.01930295,0.290999,-30.18635,1.59195,1.44314,-0.811465,0.0192452,-0.009696855,-15.9249,0.720129,0.5212,-0.920109,0.0484093,0.00412582,"S429",0.5
-20.6083,2.433345,2.11638,-0.840369,-0.0129299,0.295564,-30.26485,1.601475,1.44825,-0.8109295,0.0171785,-0.0112055,-15.6955,0.66544,0.467779,-0.9370095,0.04606455,-0.007257305,"S429",1
-20.50375,2.4173,1.799145,-0.857324,-0.006885605,0.2896695,-30.40125,1.624215,1.504375,-0.7997215,0.009604525,-0.0150027,-15.69285,0.6644605,0.44749,-0.960546,0.0394418,-0.01220355,"S429",2
-21.00345,2.630825,1.089915,-0.9698305,-0.02344385,0.1823785,-31.4462,1.70408,1.5807,-0.587703,-0.00955987,-0.00533853,-16.99455,0.7104285,0.392672,-0.8627185,0.0474309,-0.00874993,"S429",4
-20.8614,2.422595,2.16,-0.839488,-0.02090015,0.288655,-30.2901,1.584995,1.419655,-0.817272,0.0188117,-0.01021375,-15.3228,0.7700135,0.703097,-0.920294,0.0474977,0.003835315,"S093",0.5
-21.09015,2.348865,1.61541,-0.8376695,-0.0254627,0.285926,-30.0299,1.573835,1.482275,-0.823594,0.01571275,-0.01266155,-15.0443,0.7611895,0.7128545,-0.9337915,0.04302885,-0.00624476,"S093",1
-21.38005,2.281855,1.03711,-0.7991485,-0.0295896,0.339164,-28.85725,1.577765,1.838505,-0.801866,0.004286455,-0.0099181,-13.58865,0.7465215,0.847893,-0.5964355,-0.016646,0.0270362,"S093",2
-22.39585,2.39323,0.547348,-0.4829355,-0.090796,0.5369995,-27.2446,1.598775,2.35154,-0.533781,-0.008939475,0.01730615,-11.19835,0.708273,0.945127,-0.2800075,-0.02604165,0.0422118,"S093",4
-20.5475,2.48099,2.58552,-0.8362225,-0.0180193,0.299575,-30.50985,1.5851,1.358925,-0.806167,0.0192179,-0.0092934,-15.38175,0.776063,0.6973135,-0.9211255,0.0470919,0.00275677,"S453",0.5
-20.34795,2.5041,2.777765,-0.8276785,-0.006480325,0.322983,-30.88705,1.57769,1.252625,-0.7998715,0.0171462,-0.00948626,-15.52755,0.7883515,0.662878,-0.930173,0.04159285,-0.0111404,"S453",1
-19.8152,2.608475,3.484245,-0.7983725,0.0109566,0.4532885,-31.6012,1.58619,1.09098,-0.731755,0.007037815,-0.003619125,-15.27225,0.81515,0.675474,-0.796768,0.009675785,-0.004075395,"S453",2
-19.5837,2.97148,4.69042,-0.7974035,0.0378539,0.751461,-33.4023,1.642755,0.8078785,-0.437783,-0.01105145,0.01675305,-15.4988,0.904599,0.613147,-0.571033,-0.01240615,0.0108822,"S453",4
-20.71455,2.437355,2.324065,-0.840242,-0.01941905,0.2928165,-30.43335,1.58398,1.369425,-0.817913,0.01858505,-0.01054215,-15.61435,0.7610295,0.634008,-0.924925,0.04655895,0.002849765,"S131",0.5
-20.64255,2.36527,1.969805,-0.8397765,-0.0162219,0.2993765,-30.5648,1.569605,1.290325,-0.8218805,0.0149085,-0.01353625,-15.6659,0.74613,0.5435545,-0.9290835,0.04148355,-0.00728662,"S131",1
-20.37295,2.19773,1.399,-0.8003355,-0.0282012,0.334556,-30.4133,1.558515,1.166745,-0.7448035,-0.0009625435,-0.005293395,-15.4476,0.751502,0.4950575,-0.6651915,-0.006379255,0.027651,"S131",2
-20.23395,1.8452,1.07525,-0.687135,-0.0465995,0.4510805,-29.79745,1.54336,0.9849405,-0.478503,-0.0112647,0.0157005,-15.38345,0.790521,0.3367385,-0.355286,-0.0364973,0.06923135,"S131",4
-20.7221,2.421515,2.187225,-0.840167,-0.0198211,0.290797,-30.2079,1.58929,1.450175,-0.817481,0.01861205,-0.0105685,-15.74725,0.7501595,0.6033575,-0.920842,0.04730955,0.00348896,"S120",0.5
-20.72865,2.340205,1.629875,-0.8405375,-0.01983895,0.2893125,-29.9935,1.593575,1.520835,-0.817755,0.0153715,-0.0131109,-15.6956,0.724001,0.535333,-0.933704,0.04315695,-0.006933825,"S120",1
-20.4196,2.16837,0.583099,-0.8522645,-0.01370725,0.294956,-29.1742,1.61159,1.764155,-0.779325,0.00693022,-0.00867797,-15.51515,0.7266735,0.563862,-0.8844295,0.02340065,0.00114709,"S120",2
-20.1289,2.016245,-1.7522,-0.83344,-0.006401195,0.2883675,-28.27815,1.64667,2.11926,-0.5633325,-0.003500575,0.009806005,-15.9045,0.7437935,0.563505,-0.613064,-0.008404365,0.02682545,"S120",4
-20.6612,2.435875,2.270305,-0.8389385,-0.0200643,0.291423,-30.5278,1.58313,1.35329,-0.820396,0.0182443,-0.0110423,-16.0029,0.7310695,0.528276,-0.92411,0.04693995,0.00318704,"S142",0.5
-20.54465,2.38185,1.933575,-0.836679,-0.020023,0.2963605,-30.8263,1.571305,1.26124,-0.829914,0.01335585,-0.0158842,-16.14125,0.6866425,0.391258,-0.9343825,0.04140095,-0.00842956,"S142",1
-19.95245,2.33065,1.434125,-0.8265405,-0.0369246,0.318582,-31.2317,1.5772,1.150955,-0.795197,0.0002542895,-0.009032345,-16.8098,0.6850615,0.224779,-0.676265,0.002872265,0.0348382,"S142",2
-19.0655,2.46475,0.07909275,-0.6154305,-0.0506724,0.318765,-32.3927,1.63099,0.9759805,-0.5099515,-0.00818805,0.01746565,-19.12065,0.745048,-0.09048065,-0.3409735,-0.02239105,0.07281795,"S142",4
-20.55615,2.457245,2.549585,-0.8409315,-0.02085295,0.28769,-30.0846,1.590145,1.471305,-0.8178205,0.0187858,-0.0103819,-15.78125,0.747822,0.5962665,-0.9263735,0.04712265,0.00244455,"S311",0.5
-20.1774,2.430565,2.774255,-0.844491,-0.0266134,0.2844055,-29.68195,1.595555,1.584185,-0.821683,0.0156901,-0.01334825,-15.76475,0.7137575,0.504766,-0.939769,0.0436173,-0.00758801,"S311",1
-19.0786,2.38192,3.84128,-0.82622,-0.04578045,0.2993325,-28.3986,1.607205,1.906145,-0.793504,0.004612725,-0.01110595,-15.40355,0.685865,0.467714,-0.4987505,-0.0228377,0.04835735,"S311",2
-16.82225,2.2597,6.19788,-0.6991985,-0.0528631,0.510695,-26.1315,1.612045,2.356265,-0.3371235,-0.00407747,0.009093635,-14.9534,0.6624505,0.3629435,-0.290821,-0.02890095,0.0556015,"S311",4
-20.69735,2.44952,2.377135,-0.838862,-0.01841075,0.2974725,-30.20155,1.588485,1.43849,-0.81742,0.01864975,-0.01027915,-15.99675,0.7293605,0.536482,-0.9150375,0.04837,0.00522548,"S076",0.5
-20.6481,2.405745,2.307625,-0.836858,-0.00963908,0.3120705,-30.0124,1.589085,1.4876,-0.81908,0.01534315,-0.0122532,-15.92065,0.68143,0.472975,-0.91466,0.04478085,0.0009006095,"S076",1
-20.4103,2.397625,2.75,-0.8274515,-0.0067726,0.380948,-29.10875,1.597505,1.67029,-0.765528,0.00248115,-0.00622318,-16.25755,0.6833585,0.478627,-0.769853,0.01331025,0.01528255,"S076",2
-21.0411,2.536585,4.21346,-0.731453,0.0004654235,0.44917,-27.9094,1.600395,1.888705,-0.5570335,-0.01222445,0.0218951,-17.5399,0.7360815,0.5548415,-0.5234245,-0.0196598,0.0482653,"S076",4
-20.74095,2.43403,2.29124,-0.8412145,-0.01959865,0.290984,-30.52835,1.58299,1.353685,-0.8145485,0.0187993,-0.010395,-15.83915,0.7372025,0.558405,-0.9052555,0.05032555,0.00776778,"S428",0.5
-20.7227,2.37998,2.00733,-0.844286,-0.01727275,0.2903175,-30.9139,1.571065,1.258765,-0.816267,0.01567815,-0.013156,-15.78475,0.6972395,0.4377095,-0.899125,0.0495946,0.009140385,"S428",1
-20.52105,2.327815,1.808635,-0.8552495,-0.03438985,0.2044475,-31.59255,1.57497,1.115285,-0.7908845,0.006287355,-0.0134673,-15.80135,0.675255,0.2961635,-0.8771585,0.03960455,0.00888037,"S428",2
-21.293,2.51657,1.857195,-0.8021905,-0.05822255,0.1027165,-33.28885,1.62747,0.915055,-0.5760265,-0.00712722,0.0150404,-16.4819,0.6529845,-0.0442219,-0.716378,0.0183515,0.0133763,"S428",4
-20.64895,2.4262,2.205415,-0.8385555,-0.01946785,0.2932725,-30.40015,1.58236,1.38259,-0.8176525,0.0184773,-0.01060935,-15.69815,0.753957,0.6137425,-0.917674,0.0478233,0.00415763,"S292",0.5
-20.4644,2.32189,1.57415,-0.835299,-0.01639495,0.2968425,-30.3947,1.565615,1.37966,-0.819801,0.0148368,-0.0128123,-15.66255,0.7304095,0.5288635,-0.9176825,0.04378385,-0.004690095,"S292",1
-19.85255,2.088905,0.1650935,-0.825638,-0.009304875,0.315791,-29.88755,1.561415,1.541215,-0.7889025,0.0068475,-0.008708755,-15.405,0.7191455,0.476259,-0.77632,0.01403155,0.00893472,"S292",2
-18.84115,1.635585,-2.894395,-0.8465825,0.0125054,0.3000415,-29.13445,1.55371,1.787245,-0.583407,-0.003704765,0.0107191,-15.44295,0.711584,0.3755315,-0.480877,-0.01561355,0.0528295,"S292",4
-20.80055,2.431555,2.25146,-0.8414795,-0.0197769,0.2898645,-30.3058,1.584765,1.40035,-0.815806,0.018792,-0.0100544,-15.7508,0.7432455,0.5823365,-0.9204255,0.0482315,0.005308605,"S470",0.5
-20.86175,2.3758,1.97105,-0.8474715,-0.018401,0.2864895,-30.1659,1.577255,1.38617,-0.817049,0.0156994,-0.0122001,-15.50695,0.7027455,0.505994,-0.9328995,0.04593765,0.002899945,"S470",1
-20.79865,2.36235,1.837495,-0.894276,-0.01828835,0.290557,-29.22665,1.580375,1.46182,-0.7828595,0.00526693,-0.009177585,-14.9404,0.674766,0.462748,-0.816699,0.0307908,0.03697595,"S470",2
-21.88535,2.624825,2.453585,-0.9030225,-0.001072355,0.372864,-27.03375,1.592595,1.413595,-0.4202595,-0.00864001,0.0175201,-14.00715,0.6162115,0.3444315,-0.534429,0.0003104745,0.0744627,"S470",4
-20.44265,2.52311,2.79528,-0.8370835,-0.01880715,0.2987945,-30.5893,1.58334,1.334095,-0.8131045,0.01903645,-0.00981542,-15.87045,0.7314825,0.543636,-0.9256135,0.04705365,0.00263309,"S225",0.5
-20.19845,2.60767,3.23941,-0.826168,-0.0117987,0.31726,-31.0935,1.570705,1.16991,-0.811146,0.01698605,-0.01097635,-15.62965,0.687848,0.4833695,-0.942693,0.0430779,-0.009895165,"S225",1
-20.13965,2.83006,4.1016,-0.762988,-0.00408225,0.416321,-32.2446,1.5785,0.8558275,-0.7814635,0.01098425,-0.007288955,-15.40215,0.685913,0.4374175,-0.911092,0.02784105,-0.0004301755,"S225",2
-21.67305,3.301955,4.678845,-0.6861955,-0.0262727,0.504073,-34.96105,1.637475,0.2982725,-0.56623,-0.00672791,0.0128027,-16.1315,0.703517,0.3462735,-0.7224375,0.009432445,0.01839275,"S225",4
-20.86065,2.40018,2.05789,-0.840585,-0.01974135,0.2936535,-30.15115,1.5896,1.45482,-0.8170065,0.0187562,-0.01037175,-15.6234,0.7546035,0.6454645,-0.905103,0.0499816,0.007118215,"S130",0.5
-21.05995,2.293655,1.241965,-0.8416425,-0.0172446,0.294932,-29.94195,1.591245,1.50232,-0.8203785,0.01553855,-0.0132532,-15.44145,0.7421355,0.65245,-0.896384,0.048926,0.00401085,"S130",1
-21.1221,2.076445,-0.217255,-0.8547865,-0.02393445,0.2876955,-29.21795,1.59839,1.663085,-0.782612,0.004403745,-0.01206345,-14.90885,0.772413,0.861853,-0.8109275,0.02852025,-0.005361295,"S130",2
-21.51455,1.89822,-3.26484,-0.820975,-0.04235765,0.2270435,-28.0554,1.59154,1.88527,-0.5341685,-0.008960335,0.0126023,-15.0055,0.8617775,1.1865,-0.5680885,0.0164784,-0.01752385,"S130",4
-20.717,2.44419,2.36322,-0.839939,-0.02000735,0.2889165,-30.4946,1.586645,1.36659,-0.813789,0.0188166,-0.01007365,-15.55515,0.7661125,0.6674825,-0.9188935,0.0472643,0.00369117,"S377",0.5
-20.70855,2.403875,2.222045,-0.840301,-0.0207079,0.288539,-30.9151,1.5815,1.24688,-0.8126795,0.01578385,-0.0116829,-15.55905,0.767108,0.665427,-0.9259425,0.0423936,-0.007311615,"S377",1
-20.45075,2.35266,2.35422,-0.850008,-0.0246542,0.2660075,-31.81325,1.58711,0.981035,-0.7697435,0.0070052,-0.008472065,-15.37885,0.8007535,0.7893395,-0.823279,0.01799605,0.0115494,"S377",2
-20.74295,2.416695,3.463275,-0.870872,-0.0461171,0.2317895,-34.0103,1.630455,0.561973,-0.468089,-0.009462705,0.0170059,-16.07655,0.893312,0.9416995,-0.3089345,-0.03215775,0.0600298,"S377",4
-20.7538,2.420815,2.22462,-0.840233,-0.0200651,0.28918,-30.1999,1.58871,1.449515,-0.8212095,0.01846635,-0.01087295,-15.38335,0.7631365,0.675451,-0.9157035,0.0499482,0.00513441,"S235",0.5
-20.73345,2.340965,1.79853,-0.8408305,-0.0192933,0.289999,-29.99165,1.58914,1.52785,-0.829167,0.0144056,-0.0148759,-15.06955,0.7337685,0.6297745,-0.912573,0.048713,0.00218197,"S235",1
-20.3256,2.175855,1.45673,-0.834968,-0.0257914,0.284442,-29.1918,1.59574,1.863265,-0.8017065,0.003243825,-0.01207085,-13.49585,0.679466,0.6658905,-0.626335,-0.01149305,0.02405065,"S235",2
-19.27695,1.92957,1.382905,-0.706693,-0.0467583,0.2848875,-28.58265,1.61678,2.470375,-0.451546,-0.00661452,0.01535215,-10.89245,0.546359,0.6636775,-0.4240885,-0.03123585,0.04624675,"S235",4
-20.6353,2.44418,2.42823,-0.838492,-0.01954105,0.2926675,-30.37925,1.58787,1.40901,-0.8143385,0.01927185,-0.009674045,-15.8673,0.732283,0.5537735,-0.9208915,0.04868845,0.004387745,"S426",0.5
-20.41115,2.399785,2.40805,-0.836106,-0.0179018,0.2985035,-30.5138,1.580715,1.37284,-0.8171705,0.01730395,-0.0109704,-15.6132,0.7039805,0.5172285,-0.9387505,0.04740665,-0.004543235,"S426",1
-19.74475,2.370065,2.916535,-0.8341785,-0.02209225,0.279957,-30.79115,1.580045,1.363355,-0.7978705,0.00668993,-0.0117749,-15.58195,0.745136,0.5851325,-0.937623,0.04247385,-0.001189685,"S426",2
-18.98505,2.530875,4.703815,-0.8483825,-0.02187725,0.2375065,-31.4968,1.58156,1.43173,-0.4787475,-0.00644855,0.008675075,-16.83175,0.9129175,0.682677,-0.6076925,0.01559475,0.0275063,"S426",4
-20.91485,2.38785,2.04918,-0.8409915,-0.02096965,0.2887155,-30.35965,1.583905,1.395855,-0.816233,0.01882605,-0.01008365,-15.74275,0.752468,0.5987,-0.922595,0.0468518,0.00265865,"S133",0.5
-20.9687,2.27445,1.522485,-0.840123,-0.02648495,0.287549,-30.33725,1.56682,1.38134,-0.818639,0.0158339,-0.01229095,-15.85715,0.71985,0.467158,-0.9300575,0.04107995,-0.00869286,"S133",1
-20.37085,2.09225,1.114325,-0.8120205,-0.0513166,0.2760935,-29.53825,1.5444,1.48658,-0.796006,0.00628514,-0.0097869,-15.83395,0.6978475,0.316221,-0.6538535,-0.004854825,0.02191735,"S133",2
-18.67565,1.88919,1.193745,-0.6350655,-0.09300895,0.2679845,-27.5323,1.468475,1.61134,-0.442592,-0.00718184,0.0155976,-16.1553,0.667249,0.07952795,-0.2471625,-0.0315007,0.0568322,"S133",4
-20.7143,2.397015,2.138045,-0.8420365,-0.0214625,0.2831325,-30.4309,1.586985,1.38047,-0.810342,0.01889465,-0.009731155,-15.8595,0.73236,0.560214,-0.9207725,0.0493424,0.006062965,"S462",0.5
-20.573,2.266605,1.582435,-0.846317,-0.0289731,0.269774,-30.7528,1.584265,1.31382,-0.8052955,0.01625035,-0.0105894,-15.5876,0.6885295,0.5205345,-0.9390595,0.0495801,0.005004655,"S462",1
-19.85105,2.02247,0.6839275,-0.848751,-0.03218255,0.2338635,-31.30155,1.59603,1.22738,-0.751913,0.007626875,-0.00470831,-15.0625,0.6749995,0.584976,-0.960045,0.05453855,0.011647,"S462",2
-18.5223,1.625895,-1.047145,-0.8285225,-0.02177955,0.270972,-33.04545,1.663015,1.12858,-0.564315,-0.00780186,0.0142778,-14.78675,0.654483,0.7070485,-0.969817,0.0560514,0.0148593,"S462",4
-20.62885,2.47648,2.51185,-0.837969,-0.0188917,0.2940085,-30.49005,1.58462,1.360245,-0.809051,0.0195574,-0.009436525,-15.7951,0.7464195,0.5918515,-0.9111815,0.04955845,0.006688115,"S340",0.5
-20.52705,2.49233,2.57739,-0.8332805,-0.01336595,0.3001145,-30.805,1.57527,1.263705,-0.806308,0.018127,-0.0103963,-15.76165,0.727912,0.5331665,-0.9100445,0.0485184,0.006784355,"S340",1
-20.2557,2.599655,2.95078,-0.819735,-0.008143025,0.332353,-31.3646,1.585405,1.145615,-0.786791,0.01237335,-0.01215205,-15.92845,0.778529,0.571932,-0.892364,0.0447082,0.0112075,"S340",2
-20.8701,3.106975,4.00429,-0.748369,-0.0660168,0.2874,-32.7581,1.650095,0.898411,-0.6379575,-0.00709993,-0.0003246545,-17.59695,0.9636135,0.6309865,-0.6632995,0.000131552,-0.0141838,"S340",4
-20.6876,2.41813,2.236845,-0.84007,-0.02098665,0.2883405,-30.25885,1.59108,1.42387,-0.8079815,0.01949595,-0.009230935,-15.12445,0.780968,0.7426255,-0.9066845,0.04979425,0.00651707,"S232",0.5
-20.4855,2.31366,1.756665,-0.8414095,-0.02508685,0.2834385,-30.44205,1.597795,1.392945,-0.8042275,0.01800855,-0.00966427,-15.2139,0.8021385,0.779818,-0.8989855,0.0485111,0.003742995,"S232",1
-19.1564,2.01693,0.7911935,-0.840476,-0.0347957,0.26953,-30.7522,1.622835,1.327245,-0.7797735,0.01207555,-0.01001595,-14.5673,0.8085625,0.8926485,-0.8708065,0.03846475,-0.002119505,"S232",2
-15.0052,1.360665,-0.0627229,-0.7685325,-0.05165005,0.385953,-32.1971,1.709535,1.27793,-0.620077,-0.000570098,-0.00221084,-13.83835,0.8148375,1.07772,-0.7401,0.01895865,-0.0343443,"S232",4
-20.6552,2.437435,2.355615,-0.8417735,-0.0196758,0.289314,-30.5807,1.583115,1.339345,-0.811332,0.0196699,-0.008970975,-15.88785,0.732729,0.5427035,-0.917594,0.05054805,0.00751138,"S005",0.5
-20.47475,2.38754,2.19123,-0.84681,-0.01800065,0.290508,-31.03575,1.567605,1.199185,-0.810449,0.0189138,-0.008052815,-15.79635,0.6911375,0.438172,-0.939567,0.0525323,0.0105601,"S005",1
-19.9133,2.298065,2.19579,-0.933988,-0.01722345,0.256909,-31.86165,1.562665,0.932749,-0.796358,0.0157633,-0.002342905,-15.91885,0.688089,0.338808,-0.994726,0.059581,0.0212087,"S005",2
-19.30075,2.292925,2.7525,-0.822856,-0.0301863,0.311047,-34.0412,1.593055,0.5204915,-0.6694675,0.009127635,0.009577075,-17.3547,0.7122965,0.0759147,-0.946719,0.04983045,0.04779805,"S005",4
-20.6588,2.453285,2.380195,-0.8416525,-0.02113985,0.286252,-30.31895,1.588005,1.41452,-0.813135,0.0185987,-0.0101978,-15.78935,0.725647,0.5324955,-0.921104,0.04747425,0.002717185,"S019",0.5
-20.4934,2.418215,2.16825,-0.8455665,-0.02649915,0.275332,-30.4195,1.588675,1.397955,-0.811717,0.0151372,-0.01222445,-15.3153,0.638946,0.382562,-0.927908,0.043268,-0.01248625,"S019",1
-19.89815,2.391835,1.934175,-0.8484985,-0.0373962,0.2305055,-30.39895,1.6037,1.43577,-0.762156,0.002823715,-0.009705985,-13.36185,0.5063145,0.167035,-0.9073015,0.0314406,-0.0140241,"S019",2
-18.9762,2.42563,1.12109,-0.781848,-0.05171915,0.2311545,-30.87735,1.6494,1.495685,-0.4763805,-0.013304,0.02047025,-9.53136,0.221827,-0.1435265,-0.836739,0.0270986,-0.0125919,"S019",4
-20.70445,2.45638,2.357965,-0.8362815,-0.0187291,0.2977635,-30.33375,1.589305,1.415805,-0.81267,0.019052,-0.009790115,-15.8339,0.742387,0.578315,-0.9072125,0.0500743,0.007735505,"S442",0.5
-20.7181,2.441295,2.02495,-0.8243315,-0.0099774,0.3111665,-30.52065,1.593455,1.410145,-0.812257,0.0165893,-0.01131655,-15.74385,0.721908,0.516903,-0.9031945,0.04936995,0.009205245,"S442",1
-20.64305,2.515005,1.665965,-0.7637105,-0.005786995,0.376581,-30.8475,1.621125,1.45723,-0.7796905,0.008378875,-0.009993555,-15.86995,0.7527595,0.5442735,-0.876949,0.03975965,0.00892679,"S442",2
-21.9198,2.962195,0.464431,-0.696389,-0.02112905,0.3783435,-32.56025,1.71751,1.632375,-0.484364,-0.009963475,0.00999662,-17.32045,0.88474,0.547506,-0.582018,-0.00695963,0.0467883,"S442",4
-20.4268,2.524345,2.88591,-0.837922,-0.01903945,0.295437,-30.4066,1.587585,1.382655,-0.8089815,0.01937115,-0.00942948,-15.91745,0.733484,0.546612,-0.9043075,0.05108465,0.008400545,"S242",0.5
-20.0326,2.618235,3.633525,-0.8302595,-0.01437855,0.3046695,-30.66505,1.58705,1.296805,-0.8042545,0.0177749,-0.0100022,-15.8017,0.6929635,0.450865,-0.89906,0.0523592,0.0113937,"S242",1
-19.5935,2.83967,5.410855,-0.790216,-0.02221865,0.328668,-31.2657,1.60174,1.122,-0.7742455,0.0127512,-0.00969563,-15.9444,0.6943855,0.3569935,-0.926553,0.05591955,0.00382249,"S242",2
-19.83205,3.246335,8.071685,-0.675731,-0.08200795,0.343298,-32.6443,1.671065,0.818785,-0.6314925,0.00224513,1.092055e-05,-17.1463,0.7475655,0.123605,-1.03782,0.06067915,-0.005109765,"S242",4
-20.4547,2.483425,2.59843,-0.8408675,-0.0197935,0.289233,-30.3827,1.58551,1.38619,-0.810608,0.0194609,-0.009329085,-15.8036,0.747549,0.60178,-0.9080185,0.04970625,0.006872265,"S237",0.5
