"Ind_Ebbinghaus_Diff_Error","Ind_Ebbinghaus_Strength_Error","Ind_Ebbinghaus_Interaction_Error","Ind_Ebbinghaus_Diff_RT","Ind_Ebbinghaus_Strength_RT","Ind_Ebbinghaus_Interaction_RT","Ind_MullerLyer_Diff_Error","Ind_MullerLyer_Strength_Error","Ind_MullerLyer_Interaction_Error","Ind_MullerLyer_Diff_RT","Ind_MullerLyer_Strength_RT","Ind_MullerLyer_Interaction_RT","Ind_VerticalHorizontal_Diff_Error","Ind_VerticalHorizontal_Strength_Error","Ind_VerticalHorizontal_Interaction_Error","Ind_VerticalHorizontal_Diff_RT","Ind_VerticalHorizontal_Strength_RT","Ind_VerticalHorizontal_Interaction_RT","Participant","PriorScale"
-20.81885,3.232585,6.071115,-0.7447785,-0.0649798,0.355726,-25.7137,1.571425,1.690395,-0.518163,-0.00447068,0.01152025,-15.02045,0.792957,0.6939385,-0.5546545,-0.00623163,0.01184705,"S249",4
-20.64545,2.441185,2.30995,-0.8402115,-0.02009235,0.290243,-30.1577,1.583525,1.433835,-0.821895,0.01836025,-0.0108314,-14.9714,0.7915285,0.771139,-0.920539,0.0459928,0.0021938,"S316",0.5
-20.50325,2.39114,2.000675,-0.84019,-0.01882735,0.2901515,-29.67075,1.5626,1.5166,-0.8290385,0.01429815,-0.01459755,-15.17125,0.826154,0.806319,-0.9223065,0.0388767,-0.01290875,"S316",1
-19.93335,2.31708,1.542505,-0.770386,-0.03762265,0.340402,-27.6559,1.513385,1.864685,-0.807019,0.00365045,-0.009136755,-14.82785,0.839529,0.8578215,-0.65256,-0.01367425,0.0129406,"S316",2
-19.41805,2.331235,0.482156,-0.494854,-0.082359,0.5284275,-23.25995,1.369125,2.205555,-0.473784,-0.006407605,0.01675755,-14.89315,0.8893,0.88642,-0.2658575,-0.03686405,0.04338915,"S316",4
-20.8119,2.417115,2.18821,-0.8402095,-0.02040415,0.2880515,-30.25775,1.5875,1.42114,-0.8138345,0.01964685,-0.0094725,-15.47095,0.7511415,0.624672,-0.916891,0.0489065,0.00583755,"S226",0.5
-20.96915,2.300625,1.582385,-0.8413705,-0.02230045,0.2877975,-30.34615,1.582745,1.38304,-0.817989,0.0185877,-0.0105851,-15.7925,0.7164775,0.462078,-0.9308905,0.04596445,-0.00262314,"S226",1
-20.5565,2.02815,0.644583,-0.8687525,-0.05484115,0.221239,-30.3084,1.576255,1.35761,-0.843137,0.0144325,-0.0140055,-15.3614,0.627992,0.191462,-0.912782,0.0265877,-0.00929974,"S226",2
-18.0517,1.42855,-0.669983,-0.7357025,-0.0639219,0.216066,-29.84775,1.576345,1.319795,-0.657153,0.00211533,0.002378215,-13.97355,0.4605945,-0.2020735,-0.554346,0.009391925,0.0244936,"S226",4
-20.5824,2.478725,2.4822,-0.839141,-0.01958155,0.2920665,-30.52285,1.583605,1.35117,-0.812723,0.01899885,-0.0100456,-15.7606,0.747246,0.5993985,-0.920182,0.0472581,0.002945525,"S399",0.5
-20.4538,2.47744,2.368565,-0.83571,-0.01636625,0.2930365,-30.8917,1.569385,1.2469,-0.8120395,0.016576,-0.01210985,-15.56805,0.7325045,0.5757835,-0.925698,0.04289305,-0.0103005,"S399",1
-20.12965,2.525565,2.021945,-0.835013,-0.0126856,0.272907,-31.2786,1.558355,1.050065,-0.7884505,0.01010835,-0.01285875,-15.39135,0.7696445,0.6556615,-0.87833,0.0236194,-0.005678505,"S399",2
-20.21325,2.699675,1.233925,-0.9059965,0.01315945,0.12783,-32.12265,1.575995,0.7517785,-0.5579965,-0.008805325,0.005871865,-15.79675,0.897377,0.692664,-0.6677755,-0.000769997,0.0228864,"S399",4
-21.63625,2.288015,1.400775,-0.842368,-0.0205843,0.2879925,-30.32895,1.580425,1.397345,-0.8204155,0.0185819,-0.0109043,-15.7015,0.7370255,0.5883575,-0.9136675,0.04799645,0.00477152,"S198",0.5
-22.72675,2.05186,-0.02758055,-0.846957,-0.0231548,0.2827875,-30.0968,1.553305,1.41775,-0.828704,0.0151307,-0.0150107,-15.23715,0.667955,0.495613,-0.9088385,0.0438725,-0.00242049,"S198",1
-23.5334,1.710285,-1.380155,-0.844789,-0.0331255,0.2720705,-28.49385,1.5056,1.631,-0.8383095,0.008623725,-0.01712435,-13.0423,0.5589585,0.4784255,-0.81984,0.01880065,0.00488893,"S198",2
-23.10355,1.283645,-2.27761,-0.69567,-0.0711095,0.308554,-24.21685,1.387965,1.899475,-0.7186605,0.00153829,-0.003342125,-8.453575,0.329476,0.437253,-0.5593395,0.002940995,0.01646795,"S198",4
-20.45205,2.48836,2.65238,-0.836439,-0.0180795,0.2968495,-30.3405,1.585935,1.4057,-0.808854,0.019391,-0.00937344,-15.9121,0.7292705,0.542105,-0.913351,0.04864295,0.005662075,"S309",0.5
-20.1003,2.5057,2.91261,-0.8242155,-0.0106527,0.311696,-30.235,1.584065,1.413575,-0.8056965,0.0176401,-0.009887525,-15.72515,0.675704,0.4613645,-0.918125,0.0464841,0.0007501605,"S309",1
-19.1489,2.571945,3.44347,-0.7776365,-0.01069875,0.3537225,-29.61765,1.59784,1.53954,-0.7806315,0.01127595,-0.008366455,-15.66625,0.647931,0.395718,-0.893843,0.0340603,0.003122605,"S309",2
-17.8743,2.71875,3.880095,-0.77322,-0.0491902,0.222431,-28.66915,1.6493,1.65928,-0.644395,-0.00201025,0.00401004,-16.53555,0.6017345,0.2583025,-0.685985,0.00555934,0.0171563,"S309",4
-20.7435,2.417085,2.200855,-0.8400805,-0.02068835,0.2897845,-30.5229,1.58382,1.3576,-0.8150865,0.01920965,-0.00989343,-15.7233,0.7452045,0.604557,-0.9171825,0.04788095,0.004214215,"S155",0.5
-20.7247,2.32152,1.680525,-0.8407495,-0.0238612,0.2904425,-30.78045,1.57348,1.27339,-0.818127,0.01732435,-0.0115081,-15.57935,0.70472,0.550432,-0.924525,0.0436766,-0.0074142,"S155",1
-20.3978,2.13755,0.921095,-0.8322285,-0.05985045,0.2534175,-31.0631,1.584295,1.223135,-0.815533,0.0121084,-0.0114277,-14.86485,0.6719115,0.5855305,-0.882949,0.021,-0.0109659,"S155",2
-20.65455,1.91264,-0.7301255,-0.6551165,-0.1128575,0.453803,-32.0851,1.65431,1.12158,-0.667316,0.00213708,-0.00044176,-13.71965,0.5968015,0.648175,-0.486502,-0.01857435,0.008826645,"S155",4
-20.6799,2.414015,2.231105,-0.841286,-0.0210748,0.2833025,-30.2754,1.58851,1.425015,-0.812694,0.0190251,-0.009876335,-15.6633,0.7556805,0.6333435,-0.911158,0.0489313,0.00598526,"S213",0.5
-20.5099,2.311165,1.760515,-0.8465515,-0.02590375,0.271768,-30.22065,1.58893,1.45473,-0.8113005,0.0165229,-0.01117395,-15.5683,0.7451905,0.6043795,-0.912677,0.04613505,0.0005674815,"S213",1
-19.74065,2.142455,1.376035,-0.86601,-0.0374912,0.19284,-29.60005,1.61141,1.6516,-0.7867815,0.00798354,-0.008409355,-15.2293,0.77848,0.7187885,-0.818022,0.01723325,0.000521314,"S213",2
-18.59085,1.97961,0.712072,-0.678063,-0.0580913,0.3320165,-29.17855,1.67471,1.90514,-0.4984315,-0.00749721,0.0176397,-15.5574,0.8762165,0.841965,-0.602861,-0.0259327,0.02889255,"S213",4
-20.7345,2.42514,2.23698,-0.8426325,-0.02123475,0.2831585,-30.34975,1.581445,1.3873,-0.81666,0.01878485,-0.01043155,-15.6007,0.7650415,0.663749,-0.9286575,0.0469584,0.00246347,"S245",0.5
-20.72245,2.354765,1.807695,-0.8496455,-0.02675155,0.269415,-30.18495,1.560875,1.36484,-0.8209025,0.01568655,-0.0129873,-15.659,0.7659845,0.649703,-0.951491,0.04289515,-0.009487855,"S245",1
-20.42645,2.269725,1.461945,-0.8809805,-0.0396269,0.1856285,-29.033,1.537075,1.48929,-0.79988,0.007363505,-0.0126958,-15.5698,0.8094525,0.8009105,-0.8205865,0.01658215,0.0149668,"S245",2
-20.5544,2.34929,0.805724,-0.8653715,-0.0678295,0.1327455,-26.5646,1.498025,1.683915,-0.665739,-0.00585079,0.004638205,-16.184,0.9462055,1.004075,-0.426775,-0.0241967,0.06273325,"S245",4
-20.6847,2.40886,2.235065,-0.843366,-0.021786,0.2826875,-30.37615,1.58701,1.399005,-0.8175,0.0186054,-0.0103806,-15.31925,0.780169,0.7261705,-0.929681,0.04607065,0.00112943,"S484",0.5
-20.5502,2.293325,1.828315,-0.8549025,-0.0316329,0.259376,-30.5756,1.58057,1.34147,-0.820166,0.01500565,-0.0130965,-15.56135,0.7951,0.7269935,-0.95008,0.03988625,-0.01679745,"S484",1
-19.8208,2.057315,1.44187,-0.8820565,-0.0370508,0.2637725,-30.7479,1.57379,1.28886,-0.7758615,0.00286203,-0.006505065,-15.4449,0.810129,0.812288,-0.607077,-0.01396125,0.0151192,"S484",2
-18.68225,1.64924,0.9471775,-0.7731545,-0.02938005,0.2562775,-31.3969,1.557725,1.271665,-0.447236,-0.00774264,0.0188861,-15.92465,0.860862,0.9221825,-0.258538,-0.03101995,0.02717995,"S484",4
-20.5199,2.495745,2.669715,-0.841661,-0.0205294,0.2879135,-30.281,1.588665,1.42761,-0.8155465,0.0185959,-0.01058795,-15.44845,0.77092,0.692096,-0.9245435,0.04596065,0.001523605,"S341",0.5
-20.2801,2.52529,2.985285,-0.844358,-0.0233551,0.2845835,-30.2378,1.591085,1.452265,-0.8185785,0.01514805,-0.01356635,-15.59425,0.7767575,0.679906,-0.932144,0.03852,-0.01700105,"S341",1
-19.9588,2.59304,3.67788,-0.8584065,-0.0282747,0.2558465,-29.92285,1.61556,1.604365,-0.790334,0.006460575,-0.01272685,-15.2542,0.7906075,0.768285,-0.722415,-0.00882938,-0.009700805,"S341",2
-19.7751,2.68601,4.663865,-0.769361,-0.0300717,0.2579995,-30.0302,1.67467,1.817835,-0.484607,-0.00402967,0.01351135,-15.38245,0.842812,0.8609655,-0.3873735,-0.0305781,-0.002803725,"S341",4
-20.63075,2.44083,2.368115,-0.841732,-0.02058645,0.289502,-30.20575,1.587425,1.44048,-0.8161405,0.0188128,-0.0101614,-15.64795,0.7576555,0.632548,-0.9152195,0.0476912,0.004323695,"S499",0.5
-20.42505,2.374725,2.10956,-0.8454,-0.02568015,0.2851395,-29.9103,1.585275,1.5111,-0.8169045,0.0158481,-0.01217935,-15.5341,0.74445,0.595561,-0.9140805,0.0427365,-0.003968735,"S499",1
-19.6088,2.231345,1.98441,-0.852964,-0.03608045,0.283543,-28.60165,1.58575,1.780185,-0.7870475,0.006017085,-0.00841779,-15.05645,0.757124,0.6508265,-0.6548025,0.00420642,0.03334855,"S499",2
-17.5158,1.94721,1.75175,-0.733758,-0.0534296,0.372873,-26.5881,1.585855,2.098105,-0.5050275,-0.009190975,0.01957,-14.72915,0.811928,0.669795,-0.3949895,-0.01202,0.0555608,"S499",4
-20.505,2.49425,2.67218,-0.839053,-0.01874025,0.293675,-30.2008,1.587795,1.421965,-0.817451,0.0184506,-0.01064575,-15.8993,0.7264805,0.5301105,-0.9113105,0.0496147,0.006621895,"S197",0.5
-20.2676,2.538075,3.000365,-0.8376015,-0.0133204,0.305068,-30.0647,1.58231,1.40249,-0.8188645,0.01441065,-0.01401615,-15.5683,0.6691755,0.4585625,-0.916578,0.04815295,0.00326238,"S197",1
-19.88725,2.66197,3.766805,-0.822002,-0.008233915,0.334392,-29.2005,1.568955,1.35315,-0.755284,0.00304995,-0.01293225,-15.26775,0.644013,0.39454,-0.870479,0.03464445,0.0158179,"S197",2
-20.3106,3.001505,5.0003,-0.831941,-0.01424615,0.3475745,-26.83,1.52125,1.0531,-0.5294645,-0.008773445,0.00702544,-14.9964,0.582211,0.266929,-0.8251815,0.03055465,0.0300617,"S197",4
-20.6724,2.435705,2.346255,-0.8395375,-0.01896095,0.2921215,-30.5008,1.57863,1.3524,-0.816904,0.0190135,-0.01016315,-15.7867,0.748171,0.590406,-0.915401,0.0478944,0.00519646,"S018",0.5
-20.5213,2.37174,2.165375,-0.839537,-0.0142754,0.2932245,-30.6564,1.54573,1.271615,-0.821521,0.0166753,-0.0125492,-15.75445,0.7184475,0.5017605,-0.9166185,0.043332,-0.000567185,"S018",1
-19.9006,2.309095,2.44651,-0.860441,-0.006165765,0.2853465,-30.5076,1.504335,1.21787,-0.824127,0.01147485,-0.0150316,-15.62915,0.72158,0.461441,-0.7900195,0.008138565,0.00491292,"S018",2
-19.15535,2.381875,3.615585,-0.9086985,0.0118002,0.0836133,-29.83505,1.406195,1.159295,-0.688149,-0.000483843,-0.002264685,-16.2045,0.743217,0.3725645,-0.423973,-0.03325915,0.0285554,"S018",4
-20.58195,2.460175,2.44583,-0.840166,-0.02014075,0.2894765,-30.4248,1.58532,1.376485,-0.8160435,0.018643,-0.0102056,-15.78925,0.7322595,0.5712305,-0.9204135,0.04777075,0.003408765,"S268",0.5
-20.39035,2.443755,2.51114,-0.841486,-0.020545,0.2874305,-30.7207,1.576595,1.299585,-0.81674,0.01509295,-0.01198045,-15.3843,0.6831215,0.5471875,-0.9295905,0.04400165,-0.0102094,"S268",1
-19.7774,2.456,2.81215,-0.8582155,-0.03398495,0.247707,-30.9926,1.58141,1.166,-0.771164,0.002418695,-0.00456324,-14.5742,0.6548875,0.6268035,-0.8986655,0.02543175,-0.0123148,"S268",2
-19.3223,2.597635,3.458365,-0.79601,-0.0495332,0.3076115,-31.94615,1.600905,1.061115,-0.534701,-0.00876801,0.0235656,-13.4327,0.5659045,0.7896905,-0.6677945,0.009476785,-0.01561165,"S268",4
-20.2158,2.52849,2.92215,-0.8369015,-0.01791115,0.299893,-30.5017,1.580655,1.35883,-0.8136455,0.0189654,-0.0100734,-15.9366,0.7324805,0.5450125,-0.9177515,0.0480964,0.004375585,"S385",0.5
-19.5323,2.593315,3.590355,-0.824994,-0.007487655,0.32356,-30.6837,1.560095,1.301585,-0.814123,0.0163811,-0.012081,-15.80035,0.6889475,0.47602,-0.9211825,0.04490665,-0.00446699,"S385",1
-18.17315,2.67952,4.304775,-0.782479,-0.004388425,0.441516,-30.7133,1.552245,1.302395,-0.779374,0.008831265,-0.012494,-15.87535,0.6881015,0.461622,-0.895222,0.02926605,-0.005525245,"S385",2
-16.3456,2.719925,4.42459,-0.7739565,-0.02998555,0.6290615,-31.18115,1.559915,1.36475,-0.6437365,-0.00234634,-0.001570205,-16.57865,0.7145795,0.4332405,-0.720294,0.00352841,0.006652965,"S385",4
-20.5913,2.455965,2.42466,-0.841314,-0.01961045,0.289948,-30.4941,1.578055,1.347645,-0.812655,0.0195589,-0.009143965,-16.02775,0.71524,0.507143,-0.9198075,0.0484234,0.004628035,"S055",0.5
-20.3929,2.428815,2.339275,-0.8430075,-0.0166783,0.2913615,-30.585,1.545915,1.269965,-0.8150835,0.0185559,-0.00891148,-15.8152,0.646131,0.431371,-0.931913,0.0457861,-0.00215677,"S055",1
-19.7198,2.414205,2.626085,-0.8847675,-0.0005228875,0.3142495,-30.34725,1.50937,1.176385,-0.813325,0.01482945,-0.005427395,-15.8205,0.5969865,0.3928465,-0.9091975,0.0378544,0.00830276,"S055",2
-18.84335,2.588225,2.98809,-0.948305,0.0425915,0.32128,-29.37795,1.43128,0.9934805,-0.692912,0.00866122,0.004499605,-16.06055,0.519562,0.401459,-0.7118755,0.0185921,0.0322153,"S055",4
-20.6517,2.43254,2.312475,-0.8386905,-0.01978535,0.292878,-30.24145,1.58597,1.43097,-0.818356,0.0187832,-0.01048465,-15.80275,0.7389685,0.571513,-0.923023,0.0468737,0.00187377,"S099",0.5
-20.45135,2.365725,2.00629,-0.834623,-0.02027585,0.297497,-29.93655,1.57685,1.500825,-0.823426,0.0155532,-0.01366225,-15.6867,0.7078565,0.4891025,-0.9377,0.04162115,-0.0156734,"S099",1
-19.60215,2.233185,1.749145,-0.791687,-0.0344987,0.309566,-28.71855,1.569905,1.797675,-0.8006195,0.005645825,-0.0126486,-15.5633,0.7156615,0.4587235,-0.796803,0.01243785,0.00139769,"S099",2
-17.9204,2.09905,1.67276,-0.616135,-0.06911835,0.369643,-26.18595,1.548515,2.237425,-0.5220865,-0.002818875,0.00874082,-16.10505,0.7640645,0.353055,-0.431041,-0.0164564,0.04642425,"S099",4
-20.674,2.44277,2.289335,-0.8403855,-0.01947705,0.29064,-30.38965,1.58365,1.38483,-0.8157625,0.0186016,-0.0103689,-15.86985,0.7287235,0.544828,-0.9160385,0.0492914,0.005810625,"S394",0.5
-20.5449,2.401415,2.00901,-0.841727,-0.01723315,0.2877095,-30.4666,1.568005,1.3438,-0.81599,0.0149719,-0.013052,-15.6399,0.6863005,0.484629,-0.9253275,0.0479742,0.001609735,"S394",1
-20.0854,2.34364,1.579025,-0.9170535,-0.022313,0.2551015,-30.0883,1.553595,1.38475,-0.7641485,0.00207804,-0.01111735,-15.47745,0.681705,0.4398065,-0.8875485,0.03817025,0.009064825,"S394",2
-19.7918,2.437825,0.756638,-0.925168,-0.0200862,0.205543,-29.47085,1.527395,1.489605,-0.515049,-0.0112773,0.01417165,-16.1739,0.702076,0.324064,-0.7216825,0.0281434,0.019216,"S394",4
-20.8199,2.39962,2.085155,-0.839914,-0.02051355,0.2885495,-30.30265,1.5889,1.428215,-0.815259,0.01864175,-0.0102198,-15.6553,0.7605305,0.6461025,-0.914714,0.0478875,0.004228155,"S477",0.5
-20.8752,2.274025,1.486445,-0.8384765,-0.02342925,0.288114,-30.3656,1.590515,1.441395,-0.815048,0.01503105,-0.01230785,-15.6149,0.7582315,0.624615,-0.9152075,0.04327585,-0.006455405,"S477",1
-20.597,2.034135,0.491696,-0.8274665,-0.03517855,0.2608365,-30.37795,1.608105,1.570375,-0.773808,0.003964285,-0.0096023,-15.62255,0.804825,0.766265,-0.7860955,0.004985155,-0.00358722,"S477",2
-20.40605,1.722455,-1.190445,-0.7741025,-0.02837535,0.304855,-31.10605,1.662,1.840465,-0.444824,-0.0113823,0.0191666,-16.88715,0.9556835,1.000195,-0.466565,-0.0192387,0.0266176,"S477",4
-20.63295,2.465285,2.4926,-0.840605,-0.02002715,0.288334,-30.2776,1.587995,1.41601,-0.8148495,0.01900115,-0.00986334,-15.95835,0.718467,0.508742,-0.9181935,0.0491206,0.005514355,"S009",0.5
-20.46855,2.45803,2.74106,-0.843015,-0.0204962,0.286446,-30.30305,1.58577,1.39422,-0.817865,0.0162806,-0.0113468,-15.68025,0.650619,0.4176065,-0.9290845,0.0484002,0.0005673915,"S009",1
-20.0693,2.48361,3.52528,-0.8490755,-0.0193612,0.281237,-30.1522,1.59084,1.394005,-0.791497,0.004827535,-0.006582535,-15.5156,0.5969995,0.2809965,-0.96155,0.0451489,-0.001035945,"S009",2
-20.2178,2.63521,5.61349,-0.836743,-0.0121426,0.343751,-29.8536,1.59112,1.35543,-0.536777,-0.008553295,0.01966865,-15.9876,0.4955745,0.0224473,-0.998276,0.04350095,-0.004755975,"S009",4
-20.637,2.442085,2.400345,-0.8381265,-0.019288,0.293907,-30.38975,1.583705,1.389685,-0.815583,0.0187053,-0.0104479,-15.7159,0.743134,0.5908065,-0.9158045,0.04842565,0.00444755,"S215",0.5
-20.42,2.388875,2.293075,-0.834702,-0.0180965,0.303107,-30.4307,1.567375,1.38425,-0.8168455,0.0155134,-0.01339615,-15.492,0.703213,0.5251135,-0.9196595,0.0456541,-0.00498089,"S215",1
-19.65705,2.28582,2.557865,-0.788871,-0.03235915,0.360979,-29.9469,1.5637,1.542045,-0.784057,0.00600068,-0.01115505,-14.72835,0.678493,0.5367185,-0.8947145,0.04460445,-0.0012938,"S215",2
-18.56485,2.146375,3.743455,-0.6420655,-0.07840995,0.5934615,-29.52185,1.570705,1.85525,-0.5720865,-0.00708057,0.01279155,-13.61685,0.621367,0.518887,-0.814114,0.04833265,-0.001620835,"S215",4
-20.7037,2.420515,2.25839,-0.8384825,-0.019058,0.2952005,-30.2802,1.590385,1.429715,-0.813407,0.0190512,-0.009759815,-15.88565,0.7277165,0.5372405,-0.9076905,0.04938255,0.00668236,"S343",0.5
-20.5544,2.3358,1.959525,-0.834937,-0.0140133,0.311203,-30.3729,1.596755,1.42038,-0.8144945,0.0164555,-0.0113411,-15.6008,0.680696,0.4565315,-0.8986085,0.04734735,0.001816795,"S343",1
-19.80865,2.15165,1.65175,-0.8030915,-0.0168792,0.3861385,-30.3391,1.624175,1.49794,-0.793457,0.007083005,-0.0108997,-15.46555,0.676309,0.3955675,-0.8464875,0.0367888,0.004611465,"S343",2
-18.7312,1.978365,1.458635,-0.637981,-0.06736805,0.5954195,-30.8647,1.71024,1.57721,-0.5094735,-0.00978104,0.0119092,-16.34425,0.688812,0.2085045,-0.684401,0.0247296,0.02900675,"S343",4
-20.68975,2.4283,2.303365,-0.8411765,-0.02053305,0.2893655,-30.406,1.583345,1.378185,-0.8171755,0.01884775,-0.0100399,-15.91195,0.738784,0.564806,-0.9138575,0.04840295,0.00501085,"S032",0.5
-20.58575,2.35492,1.96249,-0.8431725,-0.0239074,0.2856395,-30.41545,1.57018,1.35648,-0.821951,0.0157809,-0.01190955,-15.8753,0.7012485,0.483386,-0.9135655,0.04513375,-0.001523755,"S032",1
-20.11225,2.215895,1.64939,-0.8186095,-0.03880285,0.32221,-29.84535,1.56841,1.417275,-0.7924435,0.00377257,-0.00597924,-16.0799,0.6978685,0.4418865,-0.733754,0.00703231,0.02124025,"S032",2
-19.64515,2.067645,1.43441,-0.628576,-0.0849409,0.53749,-29.0307,1.575385,1.518625,-0.5018425,-0.01073595,0.0236238,-17.1163,0.701861,0.4230845,-0.4026265,-0.0274737,0.05120765,"S032",4
-20.61305,2.464625,2.42734,-0.8409985,-0.02102445,0.286166,-30.3735,1.58304,1.392295,-0.8171525,0.0186927,-0.01043355,-15.29795,0.776814,0.715654,-0.918122,0.0472215,0.003541545,"S466",0.5
-20.43875,2.461395,2.365985,-0.8462955,-0.02688935,0.274622,-30.3135,1.56753,1.394445,-0.822396,0.01512765,-0.013602,-15.4272,0.77442,0.702379,-0.9242895,0.04160545,-0.009372465,"S466",1
-19.7439,2.487555,2.398555,-0.8672495,-0.04297055,0.1872735,-29.47175,1.558675,1.53338,-0.812403,0.00508167,-0.0135884,-15.0138,0.7744245,0.748694,-0.6010385,-0.0209102,0.02629235,"S466",2
-18.30775,2.703735,1.945565,-0.7472965,-0.0445543,0.230085,-27.63915,1.53745,1.66671,-0.5352,-0.00520292,0.01282465,-14.8354,0.7568715,0.830109,-0.3671385,-0.04287535,0.06662915,"S466",4
-20.7699,2.438675,2.381955,-0.8418885,-0.02012195,0.2900395,-30.252,1.590135,1.434185,-0.813742,0.01881375,-0.01010595,-15.7433,0.751017,0.6051525,-0.9060445,0.0489467,0.00610861,"S128",0.5
-20.754,2.405435,2.45918,-0.8469605,-0.01980565,0.290851,-30.24155,1.59739,1.460655,-0.813583,0.0156693,-0.01223715,-15.68675,0.733235,0.548663,-0.9063485,0.0457128,0.002608585,"S128",1
-20.2922,2.4261,3.61362,-0.873952,-0.0185358,0.3328235,-30.08545,1.634545,1.55591,-0.7836615,0.00391331,-0.008892975,-15.66685,0.7444035,0.549649,-0.7754135,0.009014765,0.01547505,"S128",2
-19.7977,2.650925,6.58205,-0.7906945,-0.0111742,0.33439,-30.68125,1.736485,1.77163,-0.4222555,-0.00661649,0.0138148,-16.47175,0.8094485,0.549552,-0.5043825,-0.04095475,0.0519073,"S128",4
-20.6467,2.45508,2.42389,-0.839258,-0.0200852,0.290759,-30.4338,1.58666,1.385335,-0.810282,0.01953865,-0.00928256,-15.90085,0.72316,0.533369,-0.9119885,0.050469,0.00744896,"S378",0.5
-20.5453,2.42338,2.37492,-0.8374235,-0.0192009,0.2923425,-30.7229,1.580635,1.30119,-0.810907,0.01822725,-0.009671965,-15.63065,0.6723305,0.464379,-0.9193165,0.05162295,0.009112195,"S378",1
-20.09045,2.423845,2.378395,-0.834355,-0.0217549,0.28805,-31.2477,1.59208,1.169415,-0.7999085,0.0130252,-0.009546,-15.5046,0.662221,0.453581,-0.9548055,0.05668425,0.00982653,"S378",2
-19.9591,2.644955,2.674405,-0.806613,-0.07886455,0.110329,-32.63315,1.64434,0.927361,-0.622905,-0.001893925,0.0002227525,-16.3197,0.6590565,0.403155,-0.8298625,0.03452065,0.01782225,"S378",4
-20.5765,2.488295,2.545575,-0.8356855,-0.0180182,0.299357,-30.4825,1.5798,1.355945,-0.815189,0.01911,-0.009941695,-15.78225,0.7560935,0.6009115,-0.915998,0.04839295,0.004411295,"S447",0.5
-20.4694,2.511825,2.59658,-0.8225825,-0.00540597,0.3195555,-30.5056,1.553955,1.32642,-0.817913,0.0170281,-0.01137965,-15.9434,0.742742,0.4966315,-0.9187455,0.04534865,-0.00307559,"S447",1
-20.3365,2.63575,2.725295,-0.771665,0.00741667,0.406609,-29.9901,1.54519,1.429295,-0.8130385,0.0111601,-0.01190165,-16.46465,0.780668,0.3741935,-0.8321175,0.02367945,0.0189238,"S447",2
-21.469,3.03565,2.483045,-0.7911015,0.003414015,0.427705,-29.25405,1.562195,1.57348,-0.581398,-0.00703068,0.00542504,-18.40675,0.9092035,0.1384285,-0.622086,-0.0050229,0.0754437,"S447",4
-20.6409,2.425855,2.39075,-0.840312,-0.02039385,0.2874645,-30.3847,1.58394,1.404405,-0.819077,0.0187495,-0.01034155,-15.5989,0.745593,0.6075705,-0.917131,0.0480891,0.004672635,"S290",0.5
-20.38135,2.336345,2.345545,-0.8415435,-0.0214391,0.281502,-30.27875,1.572,1.425305,-0.8243255,0.0155734,-0.01288285,-15.30885,0.68531,0.503191,-0.922822,0.04431275,-0.0001633995,"S290",1
-18.8676,2.09111,2.98794,-0.8041305,-0.02633645,0.337581,-29.54475,1.566795,1.641345,-0.811152,0.00553654,-0.00969661,-14.00685,0.5905495,0.4271965,-0.694202,0.00935679,0.0366868,"S290",2
-14.7127,1.49693,4.65903,-0.676424,-0.0580867,0.404703,-28.0884,1.57718,1.95775,-0.467124,-0.00984417,0.0187653,-11.70445,0.36235,0.3786575,-0.495137,0.00108072,0.04597585,"S290",4
-20.72685,2.4248,2.290555,-0.8401145,-0.0196762,0.288802,-30.5355,1.579845,1.33953,-0.812508,0.0193886,-0.00966897,-15.6527,0.7510855,0.632606,-0.9126025,0.04909105,0.005780925,"S354",0.5
-20.65025,2.355845,2.088285,-0.839886,-0.01824475,0.287537,-30.76015,1.55629,1.23982,-0.8141755,0.0178319,-0.01064545,-15.30765,0.736722,0.640838,-0.918129,0.04667165,0.00169134,"S354",1
-20.3223,2.28704,2.31549,-0.8454925,-0.0206782,0.2630795,-31.07425,1.54633,1.08125,-0.809982,0.0136699,-0.01127185,-14.4962,0.755319,0.831585,-0.89642,0.03298925,0.00145054,"S354",2
-20.43955,2.434925,3.92024,-0.8167845,-0.01707785,0.264934,-32.1173,1.566375,0.7965085,-0.721673,0.00299617,-0.004677035,-13.5517,0.8167855,1.04404,-0.6819165,0.00123073,0.0235482,"S354",4
-20.4402,2.499745,2.73729,-0.8389665,-0.0190134,0.295972,-30.3853,1.58655,1.40308,-0.8059355,0.01990305,-0.00876496,-15.75055,0.7505465,0.5923265,-0.907408,0.0504549,0.00840272,"S285",0.5
-20.06905,2.540145,3.2043,-0.8328665,-0.0142163,0.3087435,-30.46665,1.5857,1.395865,-0.80187,0.01936655,-0.00793695,-15.76175,0.731925,0.508695,-0.903298,0.05089975,0.0118169,"S285",1
-19.13155,2.647675,4.53233,-0.8085815,-0.005995425,0.372694,-30.5148,1.609365,1.487435,-0.7756825,0.0151893,-0.00508669,-15.85065,0.748555,0.4371595,-0.8945365,0.0485634,0.01299685,"S285",2
-18.0495,2.859305,6.57489,-0.8258115,-0.0002499085,0.567983,-31.1348,1.69929,1.6526,-0.5909715,-0.004914495,0.0109629,-16.81055,0.8253025,0.2596955,-0.7942005,0.0320744,0.04201695,"S285",4
